path	baseline_sha256	source_sha256	i1_output_sha256	final_sha256	i1_origin	final_progression	changed_from_i0_baseline	allowed_candidate
plugins/pstack/skills/poteto-mode/references/licenses/NOTICE.md	97074e1c045b57c33139d2789f79563f5ac1185d18fa731ed6491ad6127308a9	97074e1c045b57c33139d2789f79563f5ac1185d18fa731ed6491ad6127308a9	97074e1c045b57c33139d2789f79563f5ac1185d18fa731ed6491ad6127308a9	97074e1c045b57c33139d2789f79563f5ac1185d18fa731ed6491ad6127308a9	I0_UNCHANGED	UNCHANGED_FROM_I0_BASELINE	no	no
plugins/pstack/skills/poteto-mode/scripts/bootstrap.ts	020120f37f75ca776c3db8941b8a0d1407738012a534fe0651c83c907b0ea74d	020120f37f75ca776c3db8941b8a0d1407738012a534fe0651c83c907b0ea74d	020120f37f75ca776c3db8941b8a0d1407738012a534fe0651c83c907b0ea74d	020120f37f75ca776c3db8941b8a0d1407738012a534fe0651c83c907b0ea74d	I0_UNCHANGED	UNCHANGED_FROM_I0_BASELINE	no	no
plugins/pstack/skills/poteto-mode/scripts/bun.lock	667d9cf7222e9aae3fa42a4be383e657784216e9df115da02227fbc5ac7bbe46	667d9cf7222e9aae3fa42a4be383e657784216e9df115da02227fbc5ac7bbe46	667d9cf7222e9aae3fa42a4be383e657784216e9df115da02227fbc5ac7bbe46	667d9cf7222e9aae3fa42a4be383e657784216e9df115da02227fbc5ac7bbe46	I0_UNCHANGED	UNCHANGED_FROM_I0_BASELINE	no	no
plugins/pstack/skills/poteto-mode/scripts/check-plan.mjs	ec5c0f30e7f3469176c51dde67cf603d42ea583dc2851f9ad666da9cb27e515e	ec5c0f30e7f3469176c51dde67cf603d42ea583dc2851f9ad666da9cb27e515e	ec5c0f30e7f3469176c51dde67cf603d42ea583dc2851f9ad666da9cb27e515e	ec5c0f30e7f3469176c51dde67cf603d42ea583dc2851f9ad666da9cb27e515e	I0_UNCHANGED	UNCHANGED_FROM_I0_BASELINE	no	no
plugins/pstack/skills/poteto-mode/scripts/orch/frontier.ts	4bd3439db42afb6ddcff33217419c5e769a795e17ea7d5b5a578d00331cf76b3	4bd3439db42afb6ddcff33217419c5e769a795e17ea7d5b5a578d00331cf76b3	4bd3439db42afb6ddcff33217419c5e769a795e17ea7d5b5a578d00331cf76b3	4bd3439db42afb6ddcff33217419c5e769a795e17ea7d5b5a578d00331cf76b3	I0_UNCHANGED	UNCHANGED_FROM_I0_BASELINE	no	no
plugins/pstack/skills/poteto-mode/scripts/orch/orch.test.ts	2f7d3c841bbd2709cabc497739f9701cd57ea8890987d89977d060bb6479e04b	2f7d3c841bbd2709cabc497739f9701cd57ea8890987d89977d060bb6479e04b	2f7d3c841bbd2709cabc497739f9701cd57ea8890987d89977d060bb6479e04b	2f7d3c841bbd2709cabc497739f9701cd57ea8890987d89977d060bb6479e04b	I0_UNCHANGED	UNCHANGED_FROM_I0_BASELINE	no	no
plugins/pstack/skills/poteto-mode/scripts/orch/orch.ts	f091687df627a0b75fabd54af58945a9cd6c7039ef0622012ac9ed60cd8ec434	f091687df627a0b75fabd54af58945a9cd6c7039ef0622012ac9ed60cd8ec434	f091687df627a0b75fabd54af58945a9cd6c7039ef0622012ac9ed60cd8ec434	f091687df627a0b75fabd54af58945a9cd6c7039ef0622012ac9ed60cd8ec434	I0_UNCHANGED	UNCHANGED_FROM_I0_BASELINE	no	no
plugins/pstack/skills/poteto-mode/scripts/orch/status.ts	d38f6d80b3af9870e30266ee7f04d690107e69e7a6fbfb4eeb2b71917c5695ea	d38f6d80b3af9870e30266ee7f04d690107e69e7a6fbfb4eeb2b71917c5695ea	d38f6d80b3af9870e30266ee7f04d690107e69e7a6fbfb4eeb2b71917c5695ea	d38f6d80b3af9870e30266ee7f04d690107e69e7a6fbfb4eeb2b71917c5695ea	I0_UNCHANGED	UNCHANGED_FROM_I0_BASELINE	no	no
plugins/pstack/skills/poteto-mode/scripts/orch/store.ts	ae80a992cc3b29f6a4de92097ea1c8171059451ab12c3d94d92edfacea19fbc9	ae80a992cc3b29f6a4de92097ea1c8171059451ab12c3d94d92edfacea19fbc9	ae80a992cc3b29f6a4de92097ea1c8171059451ab12c3d94d92edfacea19fbc9	ae80a992cc3b29f6a4de92097ea1c8171059451ab12c3d94d92edfacea19fbc9	I0_UNCHANGED	UNCHANGED_FROM_I0_BASELINE	no	no
plugins/pstack/skills/poteto-mode/scripts/orch/types.ts	d5d357cad1093fa5996a7abe56e8fc2fa057eb03a51644e2d4e00d31a6e6001a	d5d357cad1093fa5996a7abe56e8fc2fa057eb03a51644e2d4e00d31a6e6001a	d5d357cad1093fa5996a7abe56e8fc2fa057eb03a51644e2d4e00d31a6e6001a	d5d357cad1093fa5996a7abe56e8fc2fa057eb03a51644e2d4e00d31a6e6001a	I0_UNCHANGED	UNCHANGED_FROM_I0_BASELINE	no	no
plugins/pstack/skills/poteto-mode/scripts/package.json	4a4378578d69cce2795c4e219d0efae0fdcbe6d237da5deb2f94c6e761e560b3	4a4378578d69cce2795c4e219d0efae0fdcbe6d237da5deb2f94c6e761e560b3	4a4378578d69cce2795c4e219d0efae0fdcbe6d237da5deb2f94c6e761e560b3	4a4378578d69cce2795c4e219d0efae0fdcbe6d237da5deb2f94c6e761e560b3	I0_UNCHANGED	UNCHANGED_FROM_I0_BASELINE	no	no
plugins/pstack/skills/poteto-mode/scripts/tsconfig.json	151bdff404757dbc9363bd5756bbf0c816d45e013daf7cdf9b173c3e0f27b83d	151bdff404757dbc9363bd5756bbf0c816d45e013daf7cdf9b173c3e0f27b83d	151bdff404757dbc9363bd5756bbf0c816d45e013daf7cdf9b173c3e0f27b83d	151bdff404757dbc9363bd5756bbf0c816d45e013daf7cdf9b173c3e0f27b83d	I0_UNCHANGED	UNCHANGED_FROM_I0_BASELINE	no	no
plugins/pstack/skills/poteto-mode/scripts/watch-pr/cli.test.ts	a35592b4c6da96caf8d47987e9cd503fab6c7774ab87d11a43f24b4b5df2a9d1	a35592b4c6da96caf8d47987e9cd503fab6c7774ab87d11a43f24b4b5df2a9d1	a35592b4c6da96caf8d47987e9cd503fab6c7774ab87d11a43f24b4b5df2a9d1	a35592b4c6da96caf8d47987e9cd503fab6c7774ab87d11a43f24b4b5df2a9d1	I0_UNCHANGED	UNCHANGED_FROM_I0_BASELINE	no	no
plugins/pstack/skills/poteto-mode/scripts/watch-pr/cli.ts	b114d0edb946ae8fe411647554e80796ebeaca087ec605e721ad2ac7aa291ab4	b114d0edb946ae8fe411647554e80796ebeaca087ec605e721ad2ac7aa291ab4	b114d0edb946ae8fe411647554e80796ebeaca087ec605e721ad2ac7aa291ab4	b114d0edb946ae8fe411647554e80796ebeaca087ec605e721ad2ac7aa291ab4	I0_UNCHANGED	UNCHANGED_FROM_I0_BASELINE	no	no
plugins/pstack/skills/poteto-mode/scripts/watch-pr/deadline.ts	3cba55d57bb3adc5cabb291d13884d3247170d581fe32ffe69aec12562d97e10	3cba55d57bb3adc5cabb291d13884d3247170d581fe32ffe69aec12562d97e10	3cba55d57bb3adc5cabb291d13884d3247170d581fe32ffe69aec12562d97e10	3cba55d57bb3adc5cabb291d13884d3247170d581fe32ffe69aec12562d97e10	I0_UNCHANGED	UNCHANGED_FROM_I0_BASELINE	no	no
plugins/pstack/skills/poteto-mode/scripts/watch-pr/fakes.test-helper.ts	0fb213dc940d05791de47beeb6cb406b862cf4ca1c785e96f4a8c79a8964bb28	0fb213dc940d05791de47beeb6cb406b862cf4ca1c785e96f4a8c79a8964bb28	0fb213dc940d05791de47beeb6cb406b862cf4ca1c785e96f4a8c79a8964bb28	0fb213dc940d05791de47beeb6cb406b862cf4ca1c785e96f4a8c79a8964bb28	I0_UNCHANGED	UNCHANGED_FROM_I0_BASELINE	no	no
plugins/pstack/skills/poteto-mode/scripts/watch-pr/github.test.ts	d110ea97e9d5e353a5eb8d91bd665a7eb772546b61da02c6788d86b8e6812116	d110ea97e9d5e353a5eb8d91bd665a7eb772546b61da02c6788d86b8e6812116	d110ea97e9d5e353a5eb8d91bd665a7eb772546b61da02c6788d86b8e6812116	d110ea97e9d5e353a5eb8d91bd665a7eb772546b61da02c6788d86b8e6812116	I0_UNCHANGED	UNCHANGED_FROM_I0_BASELINE	no	no
plugins/pstack/skills/poteto-mode/scripts/watch-pr/github.ts	61c60ff7dc9c8016f4669e2087f53c335788aed3263e225f6efe8063dce3b79d	61c60ff7dc9c8016f4669e2087f53c335788aed3263e225f6efe8063dce3b79d	61c60ff7dc9c8016f4669e2087f53c335788aed3263e225f6efe8063dce3b79d	61c60ff7dc9c8016f4669e2087f53c335788aed3263e225f6efe8063dce3b79d	I0_UNCHANGED	UNCHANGED_FROM_I0_BASELINE	no	no
plugins/pstack/skills/poteto-mode/scripts/watch-pr/integrity.test.ts	d0446732e238998917882daaf037181d1fa2820b6c3e01851a3c8856196e9075	d0446732e238998917882daaf037181d1fa2820b6c3e01851a3c8856196e9075	d0446732e238998917882daaf037181d1fa2820b6c3e01851a3c8856196e9075	d0446732e238998917882daaf037181d1fa2820b6c3e01851a3c8856196e9075	I0_UNCHANGED	UNCHANGED_FROM_I0_BASELINE	no	no
plugins/pstack/skills/poteto-mode/scripts/watch-pr/policy.test.ts	3e7d5c02dd245ab0e18f4ca6eefaf666547792f3947dc3cb91c9cc3ddd63ba1f	3e7d5c02dd245ab0e18f4ca6eefaf666547792f3947dc3cb91c9cc3ddd63ba1f	3e7d5c02dd245ab0e18f4ca6eefaf666547792f3947dc3cb91c9cc3ddd63ba1f	3e7d5c02dd245ab0e18f4ca6eefaf666547792f3947dc3cb91c9cc3ddd63ba1f	I0_UNCHANGED	UNCHANGED_FROM_I0_BASELINE	no	no
plugins/pstack/skills/poteto-mode/scripts/watch-pr/policy.ts	d7bd7bbe0c08e3e6302dbbcfbb7a8390051d339cc865b46ec6b75797d1c6ed17	d7bd7bbe0c08e3e6302dbbcfbb7a8390051d339cc865b46ec6b75797d1c6ed17	d7bd7bbe0c08e3e6302dbbcfbb7a8390051d339cc865b46ec6b75797d1c6ed17	d7bd7bbe0c08e3e6302dbbcfbb7a8390051d339cc865b46ec6b75797d1c6ed17	I0_UNCHANGED	UNCHANGED_FROM_I0_BASELINE	no	no
plugins/pstack/skills/poteto-mode/scripts/watch-pr/render.ts	2b709e86628d5b8fdb61f860e60ababc342b0626c67576305442cf548283a604	2b709e86628d5b8fdb61f860e60ababc342b0626c67576305442cf548283a604	2b709e86628d5b8fdb61f860e60ababc342b0626c67576305442cf548283a604	2b709e86628d5b8fdb61f860e60ababc342b0626c67576305442cf548283a604	I0_UNCHANGED	UNCHANGED_FROM_I0_BASELINE	no	no
plugins/pstack/skills/poteto-mode/scripts/watch-pr/transport.test.ts	cc94b8150de97fd118cf05766014e92787de697ecf5ae1d1761a8f8e90e15c9f	cc94b8150de97fd118cf05766014e92787de697ecf5ae1d1761a8f8e90e15c9f	cc94b8150de97fd118cf05766014e92787de697ecf5ae1d1761a8f8e90e15c9f	cc94b8150de97fd118cf05766014e92787de697ecf5ae1d1761a8f8e90e15c9f	I0_UNCHANGED	UNCHANGED_FROM_I0_BASELINE	no	no
plugins/pstack/skills/poteto-mode/scripts/watch-pr/tsconfig.json	1ecccc72320b086c63ce3f73c959896fd747363e63553b3b1136296ea4069e45	1ecccc72320b086c63ce3f73c959896fd747363e63553b3b1136296ea4069e45	1ecccc72320b086c63ce3f73c959896fd747363e63553b3b1136296ea4069e45	1ecccc72320b086c63ce3f73c959896fd747363e63553b3b1136296ea4069e45	I0_UNCHANGED	UNCHANGED_FROM_I0_BASELINE	no	no
plugins/pstack/skills/poteto-mode/scripts/watch-pr/types.compile.ts	eaa0ee2bac338119c6eb08bf7b55a57adf5658e3460e9827ae1ecfbbd7e0542c	eaa0ee2bac338119c6eb08bf7b55a57adf5658e3460e9827ae1ecfbbd7e0542c	eaa0ee2bac338119c6eb08bf7b55a57adf5658e3460e9827ae1ecfbbd7e0542c	eaa0ee2bac338119c6eb08bf7b55a57adf5658e3460e9827ae1ecfbbd7e0542c	I0_UNCHANGED	UNCHANGED_FROM_I0_BASELINE	no	no
plugins/pstack/skills/poteto-mode/scripts/watch-pr/types.ts	d310f97aa36e217eb428c23613da10f5442cec27209a5a135377c010f0b44801	d310f97aa36e217eb428c23613da10f5442cec27209a5a135377c010f0b44801	d310f97aa36e217eb428c23613da10f5442cec27209a5a135377c010f0b44801	d310f97aa36e217eb428c23613da10f5442cec27209a5a135377c010f0b44801	I0_UNCHANGED	UNCHANGED_FROM_I0_BASELINE	no	no
plugins/pstack/skills/poteto-mode/scripts/watch-pr/watch-pr	d955603be6cc0e8b8ffcec722f635192b2261410b1f2929abea94480e47eb5d4	d955603be6cc0e8b8ffcec722f635192b2261410b1f2929abea94480e47eb5d4	d955603be6cc0e8b8ffcec722f635192b2261410b1f2929abea94480e47eb5d4	d955603be6cc0e8b8ffcec722f635192b2261410b1f2929abea94480e47eb5d4	I0_UNCHANGED	UNCHANGED_FROM_I0_BASELINE	no	no
plugins/pstack/skills/poteto-mode/scripts/worktree-audit.sh	70343a52605e4776436b5a510ab95195551ccf62ec319d21717d8ad377925229	70343a52605e4776436b5a510ab95195551ccf62ec319d21717d8ad377925229	70343a52605e4776436b5a510ab95195551ccf62ec319d21717d8ad377925229	70343a52605e4776436b5a510ab95195551ccf62ec319d21717d8ad377925229	I0_UNCHANGED	UNCHANGED_FROM_I0_BASELINE	no	no
plugins/pstack/skills/principle-attack-the-premise/SKILL.md	f20c3f9b5183705e9629765504838c4a293a71c217d537f76c8096e4273ba063	f20c3f9b5183705e9629765504838c4a293a71c217d537f76c8096e4273ba063	f20c3f9b5183705e9629765504838c4a293a71c217d537f76c8096e4273ba063	f20c3f9b5183705e9629765504838c4a293a71c217d537f76c8096e4273ba063	I0_UNCHANGED	UNCHANGED_FROM_I0_BASELINE	no	no
plugins/pstack/skills/principle-boundary-discipline/SKILL.md	77593896511d3c77045da43ed446080ca8b378c3447b345e92e35c3581debb11	77593896511d3c77045da43ed446080ca8b378c3447b345e92e35c3581debb11	77593896511d3c77045da43ed446080ca8b378c3447b345e92e35c3581debb11	77593896511d3c77045da43ed446080ca8b378c3447b345e92e35c3581debb11	I0_UNCHANGED	UNCHANGED_FROM_I0_BASELINE	no	no
plugins/pstack/skills/principle-build-the-lever/SKILL.md	6fafa944fbb3bb6fad0c809a677fd4cf7aa28bd9c8072833ded335ba3ca26b3a	6fafa944fbb3bb6fad0c809a677fd4cf7aa28bd9c8072833ded335ba3ca26b3a	6fafa944fbb3bb6fad0c809a677fd4cf7aa28bd9c8072833ded335ba3ca26b3a	6fafa944fbb3bb6fad0c809a677fd4cf7aa28bd9c8072833ded335ba3ca26b3a	I0_UNCHANGED	UNCHANGED_FROM_I0_BASELINE	no	no
plugins/pstack/skills/principle-encode-lessons-in-structure/SKILL.md	99755a1add54e0f721842a0505230bf608bc44bd2d859ac4d792ffd576b9eead	99755a1add54e0f721842a0505230bf608bc44bd2d859ac4d792ffd576b9eead	99755a1add54e0f721842a0505230bf608bc44bd2d859ac4d792ffd576b9eead	99755a1add54e0f721842a0505230bf608bc44bd2d859ac4d792ffd576b9eead	I0_UNCHANGED	UNCHANGED_FROM_I0_BASELINE	no	no
plugins/pstack/skills/principle-exhaust-the-design-space/SKILL.md	be8d01be643621e93feb2e94389b1311bd7aa8241bf417d63fed2692e52a2d28	be8d01be643621e93feb2e94389b1311bd7aa8241bf417d63fed2692e52a2d28	be8d01be643621e93feb2e94389b1311bd7aa8241bf417d63fed2692e52a2d28	be8d01be643621e93feb2e94389b1311bd7aa8241bf417d63fed2692e52a2d28	I0_UNCHANGED	UNCHANGED_FROM_I0_BASELINE	no	no
plugins/pstack/skills/principle-experience-first/SKILL.md	011aece6aea98f47bfe22ac533143ae919c61c4cc58e8e14ed13c9e3735d013d	011aece6aea98f47bfe22ac533143ae919c61c4cc58e8e14ed13c9e3735d013d	011aece6aea98f47bfe22ac533143ae919c61c4cc58e8e14ed13c9e3735d013d	011aece6aea98f47bfe22ac533143ae919c61c4cc58e8e14ed13c9e3735d013d	I0_UNCHANGED	UNCHANGED_FROM_I0_BASELINE	no	no
plugins/pstack/skills/principle-fix-root-causes/SKILL.md	4c5fd0fb9eb4754dff9a6dd4d1de7a87dc927f5154ab3afd643bedb9b7f8b6b9	4c5fd0fb9eb4754dff9a6dd4d1de7a87dc927f5154ab3afd643bedb9b7f8b6b9	4c5fd0fb9eb4754dff9a6dd4d1de7a87dc927f5154ab3afd643bedb9b7f8b6b9	4c5fd0fb9eb4754dff9a6dd4d1de7a87dc927f5154ab3afd643bedb9b7f8b6b9	I0_UNCHANGED	UNCHANGED_FROM_I0_BASELINE	no	no
plugins/pstack/skills/principle-foundational-thinking/SKILL.md	42c72aae40208502bd4f1082acb21fc6a212ff262f26326cbd0f13baa2a37a35	42c72aae40208502bd4f1082acb21fc6a212ff262f26326cbd0f13baa2a37a35	42c72aae40208502bd4f1082acb21fc6a212ff262f26326cbd0f13baa2a37a35	42c72aae40208502bd4f1082acb21fc6a212ff262f26326cbd0f13baa2a37a35	I0_UNCHANGED	UNCHANGED_FROM_I0_BASELINE	no	no
plugins/pstack/skills/principle-guard-the-context-window/SKILL.md	faa03c333c181421a8f1445481a028d66f8fa8e00a39446285709fa4035fd69f	faa03c333c181421a8f1445481a028d66f8fa8e00a39446285709fa4035fd69f	faa03c333c181421a8f1445481a028d66f8fa8e00a39446285709fa4035fd69f	faa03c333c181421a8f1445481a028d66f8fa8e00a39446285709fa4035fd69f	I0_UNCHANGED	UNCHANGED_FROM_I0_BASELINE	no	no
plugins/pstack/skills/principle-laziness-protocol/SKILL.md	3496d3bc0e8fd23980b6ac1a56f9ad4c904ec215b61aaf36bdae11baa71be79b	3496d3bc0e8fd23980b6ac1a56f9ad4c904ec215b61aaf36bdae11baa71be79b	3496d3bc0e8fd23980b6ac1a56f9ad4c904ec215b61aaf36bdae11baa71be79b	3496d3bc0e8fd23980b6ac1a56f9ad4c904ec215b61aaf36bdae11baa71be79b	I0_UNCHANGED	UNCHANGED_FROM_I0_BASELINE	no	no
plugins/pstack/skills/principle-make-operations-idempotent/SKILL.md	576260695df90ac979f01c03321d5a8cb7bd824bdbc5d3fbe6790ee1caa19ab4	576260695df90ac979f01c03321d5a8cb7bd824bdbc5d3fbe6790ee1caa19ab4	576260695df90ac979f01c03321d5a8cb7bd824bdbc5d3fbe6790ee1caa19ab4	576260695df90ac979f01c03321d5a8cb7bd824bdbc5d3fbe6790ee1caa19ab4	I0_UNCHANGED	UNCHANGED_FROM_I0_BASELINE	no	no
plugins/pstack/skills/principle-migrate-callers-then-delete-legacy-apis/SKILL.md	8014f4eb04fe50474f7e3f9286bce2de276116b8b669cd2fe7b2100972efb68a	8014f4eb04fe50474f7e3f9286bce2de276116b8b669cd2fe7b2100972efb68a	8014f4eb04fe50474f7e3f9286bce2de276116b8b669cd2fe7b2100972efb68a	8014f4eb04fe50474f7e3f9286bce2de276116b8b669cd2fe7b2100972efb68a	I0_UNCHANGED	UNCHANGED_FROM_I0_BASELINE	no	no
plugins/pstack/skills/principle-minimize-reader-load/SKILL.md	002a973547e2feaa0724cb81019f409b847fa2b23fbe765c2fd2860232a4b066	002a973547e2feaa0724cb81019f409b847fa2b23fbe765c2fd2860232a4b066	002a973547e2feaa0724cb81019f409b847fa2b23fbe765c2fd2860232a4b066	002a973547e2feaa0724cb81019f409b847fa2b23fbe765c2fd2860232a4b066	I0_UNCHANGED	UNCHANGED_FROM_I0_BASELINE	no	no
plugins/pstack/skills/principle-model-the-domain/SKILL.md	97dc69afeb30a1dd4a9f8896fa9aa6e2982741481b5ad0d03d01784dc1590476	97dc69afeb30a1dd4a9f8896fa9aa6e2982741481b5ad0d03d01784dc1590476	97dc69afeb30a1dd4a9f8896fa9aa6e2982741481b5ad0d03d01784dc1590476	97dc69afeb30a1dd4a9f8896fa9aa6e2982741481b5ad0d03d01784dc1590476	I0_UNCHANGED	UNCHANGED_FROM_I0_BASELINE	no	no
plugins/pstack/skills/principle-never-block-on-the-human/SKILL.md	f0e56790d06241dd21abd5941714c4139b02e07a743d1fbfedcddd3d1082fdaa	f0e56790d06241dd21abd5941714c4139b02e07a743d1fbfedcddd3d1082fdaa	f0e56790d06241dd21abd5941714c4139b02e07a743d1fbfedcddd3d1082fdaa	f0e56790d06241dd21abd5941714c4139b02e07a743d1fbfedcddd3d1082fdaa	I0_UNCHANGED	UNCHANGED_FROM_I0_BASELINE	no	no
plugins/pstack/skills/principle-outcome-oriented-execution/SKILL.md	674266f240d12a17210771c32947f5c68185ae5d22415da4e2d51fbf5afb370c	674266f240d12a17210771c32947f5c68185ae5d22415da4e2d51fbf5afb370c	674266f240d12a17210771c32947f5c68185ae5d22415da4e2d51fbf5afb370c	674266f240d12a17210771c32947f5c68185ae5d22415da4e2d51fbf5afb370c	I0_UNCHANGED	UNCHANGED_FROM_I0_BASELINE	no	no
plugins/pstack/skills/principle-prove-it-works/SKILL.md	87b3015f7f84ba7932879e712a130212b8ec69b44ac485fd6cc71b17a99f9cf4	87b3015f7f84ba7932879e712a130212b8ec69b44ac485fd6cc71b17a99f9cf4	87b3015f7f84ba7932879e712a130212b8ec69b44ac485fd6cc71b17a99f9cf4	87b3015f7f84ba7932879e712a130212b8ec69b44ac485fd6cc71b17a99f9cf4	I0_UNCHANGED	UNCHANGED_FROM_I0_BASELINE	no	no
plugins/pstack/skills/principle-redesign-from-first-principles/SKILL.md	418ec688036dadc8e14dbb967065a0e92b165c83417136de362e464d07c0795c	418ec688036dadc8e14dbb967065a0e92b165c83417136de362e464d07c0795c	418ec688036dadc8e14dbb967065a0e92b165c83417136de362e464d07c0795c	418ec688036dadc8e14dbb967065a0e92b165c83417136de362e464d07c0795c	I0_UNCHANGED	UNCHANGED_FROM_I0_BASELINE	no	no
plugins/pstack/skills/principle-separate-before-serializing-shared-state/SKILL.md	ca798978d31ffec6ead32384fa272692e8b04dc93315498209872a532ead0c43	ca798978d31ffec6ead32384fa272692e8b04dc93315498209872a532ead0c43	ca798978d31ffec6ead32384fa272692e8b04dc93315498209872a532ead0c43	ca798978d31ffec6ead32384fa272692e8b04dc93315498209872a532ead0c43	I0_UNCHANGED	UNCHANGED_FROM_I0_BASELINE	no	no
plugins/pstack/skills/principle-sequence-verifiable-units/SKILL.md	85d0aadf12b8215b54963b57b89305e63915d75415ce66fbe410407e1d97c289	85d0aadf12b8215b54963b57b89305e63915d75415ce66fbe410407e1d97c289	85d0aadf12b8215b54963b57b89305e63915d75415ce66fbe410407e1d97c289	85d0aadf12b8215b54963b57b89305e63915d75415ce66fbe410407e1d97c289	I0_UNCHANGED	UNCHANGED_FROM_I0_BASELINE	no	no
plugins/pstack/skills/principle-subtract-before-you-add/SKILL.md	84bfde4d3dc16360264e0cb944b2dfbd8d92a70624322e83b93432f8e35dc60e	84bfde4d3dc16360264e0cb944b2dfbd8d92a70624322e83b93432f8e35dc60e	84bfde4d3dc16360264e0cb944b2dfbd8d92a70624322e83b93432f8e35dc60e	84bfde4d3dc16360264e0cb944b2dfbd8d92a70624322e83b93432f8e35dc60e	I0_UNCHANGED	UNCHANGED_FROM_I0_BASELINE	no	no
plugins/pstack/skills/principle-test-behavior-not-implementation/SKILL.md	08f6e5f38643af03a3acc5f72384612ba3548b871661ac7fd5c950d93fc1397f	08f6e5f38643af03a3acc5f72384612ba3548b871661ac7fd5c950d93fc1397f	08f6e5f38643af03a3acc5f72384612ba3548b871661ac7fd5c950d93fc1397f	08f6e5f38643af03a3acc5f72384612ba3548b871661ac7fd5c950d93fc1397f	I0_UNCHANGED	UNCHANGED_FROM_I0_BASELINE	no	no
plugins/pstack/skills/principle-type-system-discipline/SKILL.md	1499a33a6c6453cf46e88db4cccd5e0965d5da4a2354e7d627018ae08d8c5284	1499a33a6c6453cf46e88db4cccd5e0965d5da4a2354e7d627018ae08d8c5284	1499a33a6c6453cf46e88db4cccd5e0965d5da4a2354e7d627018ae08d8c5284	1499a33a6c6453cf46e88db4cccd5e0965d5da4a2354e7d627018ae08d8c5284	I0_UNCHANGED	UNCHANGED_FROM_I0_BASELINE	no	no
plugins/pstack/skills/recall/SKILL.md	a9af698765a64915a00cc0eb1c38e5728aa4cd0cef55bb0bc66bda9ff94331a6	a9af698765a64915a00cc0eb1c38e5728aa4cd0cef55bb0bc66bda9ff94331a6	a9af698765a64915a00cc0eb1c38e5728aa4cd0cef55bb0bc66bda9ff94331a6	a9af698765a64915a00cc0eb1c38e5728aa4cd0cef55bb0bc66bda9ff94331a6	I0_UNCHANGED	UNCHANGED_FROM_I0_BASELINE	no	no
plugins/pstack/skills/reflect/SKILL.md	04570f6b5497dbb89f168bfd7b66f9336ab264e9bc27f5d3972c162fd53c92f0	04570f6b5497dbb89f168bfd7b66f9336ab264e9bc27f5d3972c162fd53c92f0	04570f6b5497dbb89f168bfd7b66f9336ab264e9bc27f5d3972c162fd53c92f0	04570f6b5497dbb89f168bfd7b66f9336ab264e9bc27f5d3972c162fd53c92f0	I0_UNCHANGED	UNCHANGED_FROM_I0_BASELINE	no	no
plugins/pstack/skills/reflect/references/divergent-reviewer.md	e8002cc296640f9c27579058c0634336292b422453d525896d5888bfd7f80bfd	e8002cc296640f9c27579058c0634336292b422453d525896d5888bfd7f80bfd	e8002cc296640f9c27579058c0634336292b422453d525896d5888bfd7f80bfd	e8002cc296640f9c27579058c0634336292b422453d525896d5888bfd7f80bfd	I0_UNCHANGED	UNCHANGED_FROM_I0_BASELINE	no	no
plugins/pstack/skills/reflect/references/judgment-reviewer.md	361975bb28ca9886bf52089681b0559e11cacac8b52ab859345676e92bc32af7	361975bb28ca9886bf52089681b0559e11cacac8b52ab859345676e92bc32af7	361975bb28ca9886bf52089681b0559e11cacac8b52ab859345676e92bc32af7	361975bb28ca9886bf52089681b0559e11cacac8b52ab859345676e92bc32af7	I0_UNCHANGED	UNCHANGED_FROM_I0_BASELINE	no	no
plugins/pstack/skills/reflect/references/synthesizer.md	0dd3542318ebcd89d4347b49f51a78f46da768c2728e97c70b8ee51f8112b5a1	0dd3542318ebcd89d4347b49f51a78f46da768c2728e97c70b8ee51f8112b5a1	0dd3542318ebcd89d4347b49f51a78f46da768c2728e97c70b8ee51f8112b5a1	0dd3542318ebcd89d4347b49f51a78f46da768c2728e97c70b8ee51f8112b5a1	I0_UNCHANGED	UNCHANGED_FROM_I0_BASELINE	no	no
plugins/pstack/skills/reflect/references/tooling-reviewer.md	7c0d75499dee93a0ef71a53f38cf405a06026334359a167beed3094a4afdfae9	7c0d75499dee93a0ef71a53f38cf405a06026334359a167beed3094a4afdfae9	7c0d75499dee93a0ef71a53f38cf405a06026334359a167beed3094a4afdfae9	7c0d75499dee93a0ef71a53f38cf405a06026334359a167beed3094a4afdfae9	I0_UNCHANGED	UNCHANGED_FROM_I0_BASELINE	no	no
plugins/pstack/skills/reflect/scripts/find-transcript.mjs	4e87c4edc66c0681418bcdbdcad026d326b130f48f818b3e7c76fca4b9d1db34	4e87c4edc66c0681418bcdbdcad026d326b130f48f818b3e7c76fca4b9d1db34	4e87c4edc66c0681418bcdbdcad026d326b130f48f818b3e7c76fca4b9d1db34	4e87c4edc66c0681418bcdbdcad026d326b130f48f818b3e7c76fca4b9d1db34	I0_UNCHANGED	UNCHANGED_FROM_I0_BASELINE	no	no
