path	classification	pre_sha256	source_sha256	planned_sha256	actual_sha256	result
web/src/projectApi.ts	b03_only	ABSENT	0bba8b0c5bd0e3b4237153404cd89a9c888456a02c6ece88c7b640e8cc56898d	0bba8b0c5bd0e3b4237153404cd89a9c888456a02c6ece88c7b640e8cc56898d	0bba8b0c5bd0e3b4237153404cd89a9c888456a02c6ece88c7b640e8cc56898d	APPLIED_SOURCE_EXACT
web/src/projectDrafts.ts	b03_only	ABSENT	1866bd5a13421339b897bb9bf520c75f4179ee0baf1ded18c4fe3947fe71793f	1866bd5a13421339b897bb9bf520c75f4179ee0baf1ded18c4fe3947fe71793f	1866bd5a13421339b897bb9bf520c75f4179ee0baf1ded18c4fe3947fe71793f	APPLIED_SOURCE_EXACT
web/src/projectPages.ts	b03_only	ABSENT	16a7b855a990a0c24cb431eec73e2d7d20e4907618154eda0afa5c40667643e5	16a7b855a990a0c24cb431eec73e2d7d20e4907618154eda0afa5c40667643e5	16a7b855a990a0c24cb431eec73e2d7d20e4907618154eda0afa5c40667643e5	APPLIED_SOURCE_EXACT
web/src/projectRecovery.ts	b03_only	ABSENT	43232267bce8e57133bf986a4e43c4068bb239cc9d4c11bfa6608b6f356cdfa5	43232267bce8e57133bf986a4e43c4068bb239cc9d4c11bfa6608b6f356cdfa5	43232267bce8e57133bf986a4e43c4068bb239cc9d4c11bfa6608b6f356cdfa5	APPLIED_SOURCE_EXACT
web/src/projectRequests.ts	b03_only	ABSENT	141c9be47d80cf416a6813e17e07c08014319a049a0fb24ee9711810a570a30c	141c9be47d80cf416a6813e17e07c08014319a049a0fb24ee9711810a570a30c	141c9be47d80cf416a6813e17e07c08014319a049a0fb24ee9711810a570a30c	APPLIED_SOURCE_EXACT
web/src/recovery.ts	b03_only	aea778f5322a62429f2107509a46f76f7c942c5b8c5b9dead273b78fbe9cb5e5	33872298b0b64c67c6b1f15717ca3d7a23b6863f3bbbf4c65e27aff6f24af7f6	33872298b0b64c67c6b1f15717ca3d7a23b6863f3bbbf4c65e27aff6f24af7f6	33872298b0b64c67c6b1f15717ca3d7a23b6863f3bbbf4c65e27aff6f24af7f6	APPLIED_SOURCE_EXACT
web/src/routes.ts	b03_only	ABSENT	4282b2fa2611dfdf51fa646dc8d040040f5b2651a261ac57cf8ef42c1ddf8915	4282b2fa2611dfdf51fa646dc8d040040f5b2651a261ac57cf8ef42c1ddf8915	4282b2fa2611dfdf51fa646dc8d040040f5b2651a261ac57cf8ef42c1ddf8915	APPLIED_SOURCE_EXACT
web/src/session.ts	b03_only	0a14aad67fc5dadaa002ed80da4e24620a5f5a3aeb1d77007c689330b65beb94	20b3889412b331d475744852ea6d8b8524cae7008609c39201ba9a8c4d84b3bc	20b3889412b331d475744852ea6d8b8524cae7008609c39201ba9a8c4d84b3bc	20b3889412b331d475744852ea6d8b8524cae7008609c39201ba9a8c4d84b3bc	APPLIED_SOURCE_EXACT
web/src/style.css	b03_only	d2f078d976600a196cc3b9687de66ad96d006499a56f333a00ef710463f986c0	305ed0ae236d628f5511e44efa53c09770bcde96d3eddd04c715a3deb75b30e2	305ed0ae236d628f5511e44efa53c09770bcde96d3eddd04c715a3deb75b30e2	305ed0ae236d628f5511e44efa53c09770bcde96d3eddd04c715a3deb75b30e2	APPLIED_SOURCE_EXACT
web/src/test-loader.mjs	b03_only	ABSENT	2b9737cbdbd2be95857c18d3598624ebaff7faec002c38deab1ad8106a749071	2b9737cbdbd2be95857c18d3598624ebaff7faec002c38deab1ad8106a749071	2b9737cbdbd2be95857c18d3598624ebaff7faec002c38deab1ad8106a749071	APPLIED_SOURCE_EXACT
web/src/values.ts	b03_only	ABSENT	325d3dcf77d993e16f8086f19d825d864711d81174903f7d8d2648d10cdbc8d2	325d3dcf77d993e16f8086f19d825d864711d81174903f7d8d2648d10cdbc8d2	325d3dcf77d993e16f8086f19d825d864711d81174903f7d8d2648d10cdbc8d2	APPLIED_SOURCE_EXACT
